Name,Age,Gender,Country,State,City,Parent Occupation,Earning Class,Level of Student,Level of Course,Course Name,Assessment Score,Time Spent per Day,Material Name,Material Level,IQ of Student
Charan Palla,8,Female,India,Nagaland,Jorhat,Air traffic controller,Medium,Elementary,Beginner,Intro to Science,71.27610303939716,0.6655535497163583,Material_5,Basic,124.05233098214808
Brinda Lal,12,Male,India,Haryana,Thoothukudi,Personnel officer,High,Middle,Intermediate,English Literature,89.10187067125705,2.540982536157206,Material_17,Medium,95.37372808833823
Ethan De,7,Male,India,Bihar,Kollam,Mudlogger,Medium,Elementary,Beginner,Intro to Science,65.04977565875166,1.8005127709900866,Material_32,Basic,108.3784858333378
Nathan Mall,8,Male,India,Madhya Pradesh,Farrukhabad,Immunologist,Medium,Elementary,Beginner,Math Basics,75.34584546086529,3.73773242208243,Material_39,Basic,84.52860216849643
Jagrati Randhawa,6,Male,India,Nagaland,Jhansi,Economist,Medium,Elementary,Beginner,Math Basics,83.2977614687179,1.5203712205979747,Material_5,Basic,114.99584365464571
Nisha Tiwari,15,Female,India,Rajasthan,Naihati,"Designer, ceramics/pottery",Low,High,Advanced,Physics,75.73294741278661,3.1281654209003733,Material_50,Hard,112.18749659936243
Urishilla Varughese,5,Female,India,Karnataka,Khandwa,Estate agent,Low,Elementary,Beginner,Reading Comprehension,73.7272649758932,4.105803306313881,Material_29,Basic,92.39008894048412
Jai Brahmbhatt,11,Female,India,Nagaland,Nadiad,Agricultural engineer,High,Middle,Intermediate,English Literature,85.27628913963325,3.64961647103889,Material_23,Medium,89.18909104463127
Chaaya Din,10,Male,India,Punjab,Bidar,"Programmer, applications",Medium,Elementary,Beginner,Intro to Science,82.86065574724444,4.825851708274613,Material_41,Basic,107.70750164176339
Champak Barad,10,Female,India,Chhattisgarh,Ozhukarai,"Scientist, research (maths)",Medium,Elementary,Beginner,Math Basics,66.97125822274619,3.154604590613075,Material_3,Basic,89.43918244407216
Zansi Garg,10,Male,India,Telangana,Agartala,Early years teacher,Low,Elementary,Beginner,Math Basics,78.98462743433537,2.6043414659354296,Material_32,Basic,101.47046413139941
Azad Bhavsar,11,Male,India,Maharashtra,Jamshedpur,Commercial/residential surveyor,Medium,Middle,Intermediate,English Literature,65.57441996685124,2.869630743016797,Material_44,Medium,65.32100844324458
Jairaj Hayre,8,Female,India,Madhya Pradesh,Mehsana,Commercial horticulturist,Medium,Elementary,Beginner,Reading Comprehension,64.19161287622435,3.9090727105679948,Material_4,Basic,75.32325041176529
Upasna Hayre,13,Male,India,Kerala,Mangalore,Child psychotherapist,Medium,Middle,Intermediate,Earth Science,50.5149206673073,4.65438740905713,Material_23,Medium,95.34669051677469
Warda Roy,9,Female,India,Gujarat,Rewa,"Development worker, international aid",Low,Elementary,Beginner,Math Basics,48.72231222304876,3.321397173213187,Material_11,Basic,105.26073350246611
Ekbal Tailor,5,Female,India,Maharashtra,Thanjavur,Chief Marketing Officer,Medium,Elementary,Beginner,Intro to Science,68.02897875276985,2.9498799400966997,Material_45,Basic,78.16952162209768
Finn Khanna,15,Male,India,Karnataka,Haridwar,Medical laboratory scientific officer,High,High,Advanced,Physics,42.93145934888537,0.6596512683686813,Material_2,Hard,80.34161684823829
Baljiwan Pillai,18,Female,India,Uttar Pradesh,Kavali,"Civil engineer, contracting",High,High,Advanced,Physics,63.30034539080465,0.503569445421842,Material_6,Hard,87.35981807409075
Oscar Sahni,16,Female,India,Assam,Ulhasnagar,Financial risk analyst,Medium,High,Advanced,Physics,61.16618805263329,3.793058957231588,Material_8,Hard,115.75070774101525
Gunbir Dhingra,8,Male,India,Himachal Pradesh,Burhanpur,Comptroller,Low,Elementary,Beginner,Math Basics,62.02926250415819,3.875993013283509,Material_12,Basic,110.41633913510996
Bishakha Garg,5,Male,India,West Bengal,Ludhiana,Politician's assistant,Medium,Elementary,Beginner,Reading Comprehension,61.25010955461753,4.339126479007785,Material_44,Basic,88.63517484079786
Jeet Nigam,15,Male,India,Rajasthan,Firozabad,Community pharmacist,Medium,High,Advanced,Physics,90.27831546931449,2.646025297682184,Material_24,Hard,85.56931730506447
Bhavika Deshmukh,5,Female,India,Chhattisgarh,Mysore,"Engineer, site",High,Elementary,Beginner,Math Basics,78.93773612227722,4.057309371488218,Material_2,Basic,96.39816580598013
Faqid Dyal,16,Female,India,Uttar Pradesh,Kolhapur,Hydrogeologist,Low,High,Advanced,Physics,41.392888363498095,2.5842299053942654,Material_36,Hard,102.73409580340031
Aarna Mall,13,Male,India,Haryana,Naihati,Operational investment banker,Medium,Middle,Intermediate,English Literature,60.72113404610354,2.0129571923270704,Material_27,Medium,104.55208889205895
Dipta Sandhu,9,Female,India,Uttarakhand,Gurgaon,Operational researcher,High,Elementary,Beginner,Intro to Science,70.5938723943636,4.7161527875066716,Material_14,Basic,114.55490911892272
Netra Jha,9,Female,India,Andhra Pradesh,Tenali,Armed forces technical officer,Medium,Elementary,Beginner,Reading Comprehension,80.71423746292265,1.932567849470599,Material_45,Basic,120.30811588480208
Jeremiah Kadakia,13,Female,India,Uttarakhand,Baranagar,"Engineer, manufacturing systems",High,Middle,Intermediate,Earth Science,82.34575093153684,4.095589898053357,Material_19,Medium,104.67442421250914
Gavin Varma,10,Male,India,Punjab,Hapur,"Conservation officer, historic buildings",High,Elementary,Beginner,Reading Comprehension,59.08262627233926,1.2233409057312374,Material_43,Basic,87.57486833258251
Chatresh Kala,5,Female,India,Nagaland,Chittoor,Systems analyst,High,Elementary,Beginner,Reading Comprehension,70.92359021433339,2.706847062574558,Material_9,Basic,78.21817671233191
Shaurya Ratta,16,Male,India,Kerala,Visakhapatnam,Legal secretary,Medium,High,Advanced,Calculus,64.82619365589807,3.291908432692793,Material_44,Hard,99.58596574132044
Krishna Dara,15,Female,India,Mizoram,Pali,Chartered legal executive (England and Wales),High,High,Advanced,Calculus,73.08331243846519,3.699778319111272,Material_12,Hard,109.52168978020278
Balvan Kara,18,Female,India,Arunachal Pradesh,Alwar,Warehouse manager,Medium,High,Advanced,Calculus,67.0209246607156,2.558480974969122,Material_20,Hard,126.80059276982392
Fariq Ramaswamy,12,Female,India,Himachal Pradesh,Thiruvananthapuram,Electronics engineer,Medium,Middle,Intermediate,Algebra,74.4231265762649,0.7402349363253251,Material_12,Medium,75.82203353045823
Aishani Andra,11,Male,India,Himachal Pradesh,Sikar,"Engineer, maintenance (IT)",Medium,Middle,Intermediate,Earth Science,63.29932324297305,3.463546930446999,Material_2,Medium,85.78692733666445
Ekaja Ranganathan,17,Male,India,Manipur,Tiruppur,Landscape architect,Low,High,Advanced,Physics,58.062908133682065,1.0280055439280464,Material_34,Hard,96.22375462972009
Darpan Barad,8,Female,India,Kerala,Jamnagar,Risk analyst,Medium,Elementary,Beginner,Intro to Science,48.89294512223572,1.1176201294070744,Material_34,Basic,96.83046849818663
Naksh Morar,16,Male,India,Arunachal Pradesh,Sasaram,Lobbyist,High,High,Advanced,Calculus,42.6062824306105,2.2162307811936364,Material_23,Hard,109.02473860595092
Aryan Sibal,18,Male,India,Tripura,Coimbatore,"Scientist, research (life sciences)",High,High,Advanced,Calculus,89.14471785538193,1.5680528609930282,Material_32,Hard,105.61936138750781
Rehaan Behl,14,Female,India,Jharkhand,Shahjahanpur,Newspaper journalist,High,Middle,Intermediate,English Literature,100.0,1.819525811574613,Material_6,Medium,117.4709840899054
Harsh Baria,15,Female,India,Jharkhand,Arrah,"Designer, jewellery",High,High,Advanced,Physics,89.66468630975167,3.5518338006094385,Material_49,Hard,123.85020172966354
Baghyawati Rajagopal,11,Male,India,Karnataka,Jehanabad,Field seismologist,Low,Middle,Intermediate,Algebra,63.52848239142626,0.5890253491164245,Material_9,Medium,87.31533571909075
Yahvi Morar,8,Female,India,Uttar Pradesh,Rourkela,Sport and exercise psychologist,Medium,Elementary,Beginner,Intro to Science,96.19329940202276,1.4861612489024776,Material_7,Basic,107.16945619379851
Ucchal Thaker,17,Female,India,Punjab,Srikakulam,Special effects artist,Medium,High,Advanced,Advanced Writing,75.37390021421564,3.8685359588126618,Material_36,Hard,122.39726921694475
Om Pal,6,Female,India,Punjab,Ramgarh,Early years teacher,High,Elementary,Beginner,Math Basics,79.58900177818315,2.888839558594442,Material_9,Basic,123.67338189876148
Wazir Soni,15,Male,India,Bihar,Gaya,Special educational needs teacher,High,High,Advanced,Calculus,51.90079906078891,4.773163942250182,Material_45,Hard,104.07480076117523
Daksha Parmar,5,Male,India,Rajasthan,Bhimavaram,"Surveyor, land/geomatics",Low,Elementary,Beginner,Reading Comprehension,66.83315170750512,0.8477625484110627,Material_37,Basic,100.86337407862955
Megha Hegde,12,Male,India,Arunachal Pradesh,Bhalswa Jahangir Pur,Financial manager,High,Middle,Intermediate,English Literature,61.13050093697427,4.538405544972806,Material_8,Medium,116.7595846858415
Sai Aurora,6,Male,India,Rajasthan,Secunderabad,"Development worker, international aid",High,Elementary,Beginner,Intro to Science,51.00101318730461,2.698029928224493,Material_22,Basic,90.03621877541529
Kritika Sahota,5,Male,India,Kerala,Chennai,"Engineer, agricultural",Medium,Elementary,Beginner,Reading Comprehension,67.5952016879379,4.104373695268979,Material_50,Basic,88.00804696969129
Ijaya Chad,16,Male,India,Telangana,Bhilwara,"Designer, ceramics/pottery",Medium,High,Advanced,Physics,90.9369327907941,1.0412136706872475,Material_24,Hard,111.88705684202658
Qarin Parekh,16,Female,India,Uttar Pradesh,Sagar,Insurance broker,Medium,High,Advanced,Physics,61.80900332867579,2.704069926444095,Material_19,Hard,101.38685660406017
Chatresh Rau,17,Male,India,Madhya Pradesh,Jamshedpur,Pharmacologist,High,High,Advanced,Physics,58.62735062492796,1.4275511915735848,Material_39,Hard,98.89997950965972
Caleb Lad,18,Female,India,Andhra Pradesh,Jabalpur,Systems analyst,Medium,High,Advanced,Advanced Writing,64.35979480616527,1.453302958679692,Material_33,Hard,81.86704033193766
Maanas More,16,Male,India,Uttar Pradesh,Rajpur Sonarpur,Multimedia specialist,Medium,High,Advanced,Advanced Writing,74.89637314824583,2.2900681975620873,Material_2,Hard,106.5717059222298
Zaid Sidhu,15,Male,India,Tamil Nadu,Patna,"Therapist, nutritional",High,High,Advanced,Calculus,73.50681307715897,2.9864470904201252,Material_27,Hard,113.40902741639181
Shivani Prashad,5,Female,India,Bihar,Kadapa,"Research officer, government",Medium,Elementary,Beginner,Reading Comprehension,52.66338495301744,4.538138077318172,Material_1,Basic,107.3459085827462
Harrison Misra,12,Male,India,Kerala,Salem,"Radiographer, therapeutic",Low,Middle,Intermediate,Algebra,91.62407586691067,0.8673725642613574,Material_13,Medium,120.43726689799257
Kala Sachar,17,Female,India,Tripura,Agartala,Music tutor,High,High,Advanced,Advanced Writing,75.80083341389184,3.7136267835713754,Material_19,Hard,77.3683430910183
Alexander Goda,8,Female,India,Kerala,Buxar,"Producer, radio",High,Elementary,Beginner,Math Basics,60.581491253164955,4.619914281366786,Material_48,Basic,84.9133480023979
Damyanti Bhandari,11,Male,India,Rajasthan,Jamnagar,Speech and language therapist,Low,Middle,Intermediate,Earth Science,40.02949148828584,0.7838016295918222,Material_45,Medium,95.33274847752342
Kevin Cherian,10,Female,India,West Bengal,Fatehpur,Hydrographic surveyor,Medium,Elementary,Beginner,Intro to Science,60.527119943849186,4.498086023657985,Material_28,Basic,95.89922393174218
Unnati Kala,11,Female,India,Bihar,Orai,Herpetologist,Low,Middle,Intermediate,English Literature,64.98709081687598,1.1686998256486225,Material_30,Medium,100.64488918071811
Benjamin Bajaj,6,Male,India,Gujarat,Amroha,"Psychotherapist, child",Low,Elementary,Beginner,Intro to Science,94.15133530427875,1.6009210789026862,Material_12,Basic,124.04494055083242
Turvi Kashyap,12,Female,India,Haryana,Vijayanagaram,Educational psychologist,Medium,Middle,Intermediate,Algebra,80.12896645925666,3.7959587775739894,Material_36,Medium,90.62236045273431
Ekalinga Bhatt,7,Male,India,Punjab,Maheshtala,"Solicitor, Scotland",High,Elementary,Beginner,Math Basics,86.78753708702644,0.6976745324650868,Material_45,Basic,101.2763575693212
Kritika Mangat,16,Female,India,Tamil Nadu,Nellore,Radiation protection practitioner,Medium,High,Advanced,Advanced Writing,79.51261271813945,2.4773390191946834,Material_49,Hard,110.92057689381726
Diya Dhawan,15,Female,India,Maharashtra,Thiruvananthapuram,Energy manager,Low,High,Advanced,Advanced Writing,72.0299056940263,2.0687391449748223,Material_42,Hard,86.33513580015898
Odika Karan,10,Female,India,Manipur,Gorakhpur,Chartered certified accountant,Low,Elementary,Beginner,Intro to Science,53.177480486238835,0.7048481868678517,Material_30,Basic,103.33338389149937
Bimala Sant,11,Female,India,Uttarakhand,Maheshtala,Airline pilot,Medium,Middle,Intermediate,Algebra,58.23267388955976,0.732151244520787,Material_18,Medium,107.22017636068846
Lavanya Mahajan,13,Male,India,Arunachal Pradesh,Hubli–Dharwad,Cytogeneticist,Medium,Middle,Intermediate,Earth Science,65.9348151283031,2.2717537605013174,Material_19,Medium,103.47901226652799
Bina Gole,9,Male,India,Madhya Pradesh,Bathinda,Learning disability nurse,High,Elementary,Beginner,Math Basics,64.10853204959302,4.562696808456323,Material_12,Basic,105.9095966186001
Falak Krishnamurthy,9,Male,India,Arunachal Pradesh,Guntakal,Psychotherapist,Medium,Elementary,Beginner,Reading Comprehension,66.10518790046218,1.1129392502758688,Material_16,Basic,91.08826489091871
Maanav Jain,15,Female,India,Manipur,Panipat,"Journalist, newspaper",Medium,High,Advanced,Calculus,74.40605893122,3.4023237446357224,Material_37,Hard,107.14219907933696
Champak Pai,13,Female,India,Tamil Nadu,Bardhaman,Engineering geologist,High,Middle,Intermediate,English Literature,48.25662208926232,4.2233155069844805,Material_19,Medium,72.929769599561
Janya Mangal,12,Male,India,Nagaland,Jalgaon,Product/process development scientist,Low,Middle,Intermediate,English Literature,62.01853144934892,4.852637014437684,Material_41,Medium,103.52619743210418
Bhavika Bali,17,Female,India,Punjab,Naihati,"Investment banker, corporate",Medium,High,Advanced,Advanced Writing,98.566784790822,2.614333535149683,Material_27,Hard,101.75250394741153
Jeremiah Bal,11,Female,India,Bihar,Delhi,Regulatory affairs officer,Medium,Middle,Intermediate,Earth Science,35.19735497266751,1.8129130111764153,Material_36,Medium,106.19557697092925
Wyatt Kapadia,9,Male,India,Punjab,Jamalpur,Tax inspector,Medium,Elementary,Beginner,Intro to Science,71.51170707826202,1.1842031038933727,Material_23,Basic,95.60222359606107
Omya Narayan,15,Female,India,Arunachal Pradesh,Fatehpur,Print production planner,High,High,Advanced,Calculus,56.46738683125588,4.171302866855539,Material_27,Hard,84.5138551825348
Balhaar Swamy,9,Female,India,Sikkim,Varanasi,Optometrist,High,Elementary,Beginner,Reading Comprehension,79.15876336861014,3.1995180320502565,Material_17,Basic,106.14504671504781
Tamanna Contractor,12,Male,India,Andhra Pradesh,Panipat,Data processing manager,Medium,Middle,Intermediate,English Literature,70.58786715716705,1.97226552218698,Material_10,Medium,98.09557641988647
Aashi Chopra,15,Female,India,Meghalaya,Mira-Bhayandar,Chief Technology Officer,Low,High,Advanced,Physics,82.84024523313218,3.0259010925109515,Material_19,Hard,125.32953784721234
Lakshmi Zachariah,8,Female,India,Mizoram,Shahjahanpur,Research scientist (maths),Medium,Elementary,Beginner,Reading Comprehension,67.31852906729627,3.5896258483704284,Material_30,Basic,87.34180774298497
Ucchal Vasa,12,Male,India,Punjab,Bhubaneswar,Theatre stage manager,Low,Middle,Intermediate,Earth Science,64.53654691131716,1.5714879408032545,Material_14,Medium,102.93874676216194
Aarnav Sama,8,Male,India,Manipur,Singrauli,Air cabin crew,Low,Elementary,Beginner,Intro to Science,100.0,1.5749368449240848,Material_31,Basic,98.55444464214615
Bhanumati Prabhu,10,Female,India,Karnataka,Gangtok,Statistician,High,Elementary,Beginner,Reading Comprehension,71.69691138758677,4.788894083034584,Material_33,Basic,83.75367611515152
Rachana Parmer,16,Male,India,West Bengal,Imphal,Theatre director,Medium,High,Advanced,Physics,63.16306759347854,4.7487116783971794,Material_19,Hard,84.48446056846576
Pallavi Kata,16,Female,India,Meghalaya,Tiruchirappalli,"Production assistant, television",Medium,High,Advanced,Physics,63.52764092907643,2.146328722868338,Material_43,Hard,102.36698301279854
Faqid Uppal,8,Female,India,Goa,Vellore,Site engineer,Medium,Elementary,Beginner,Reading Comprehension,57.62489739642984,1.3807090797840393,Material_1,Basic,98.2904767219605
Orinder Kar,11,Male,India,Mizoram,Chinsurah,"Exhibitions officer, museum/gallery",High,Middle,Intermediate,Earth Science,80.4790102431214,1.1438481720621259,Material_35,Medium,99.48060947280403
Libni Chokshi,6,Male,India,Arunachal Pradesh,Jammu,Pensions consultant,High,Elementary,Beginner,Intro to Science,64.93822295120604,1.0894512413872617,Material_30,Basic,105.22051889702833
Jacob Dugal,12,Female,India,Haryana,Rewa,Air broker,Low,Middle,Intermediate,English Literature,61.87581575011413,2.9812160700710635,Material_30,Medium,134.15059181167447
Hredhaan Krish,14,Male,India,Bihar,Bahraich,Further education lecturer,Medium,Middle,Intermediate,Algebra,77.01952834319604,1.9376776436335645,Material_26,Medium,81.6774127696182
Upasna Soni,14,Male,India,Bihar,Jhansi,Armed forces technical officer,High,Middle,Intermediate,English Literature,49.84844039584164,3.5687483456345293,Material_28,Medium,99.12089000281766
